Text,Label,Source,Sentiment,Predicted_Sentiment,Sentiment_Score
The best place to go for a tasty bowl of Pho!,1,Yelp,Positive,Positive,0.6696
The live music on Fridays totally blows.,0,Yelp,Negative,Neutral,0.0
I've never been more insulted or felt disrespected.,0,Yelp,Negative,Neutral,-0.021
Very friendly staff.,1,Yelp,Positive,Positive,0.5413
It is worth the drive.,1,Yelp,Positive,Positive,0.2263
"I had heard good things about this place, but it exceeding every hope I could have dreamed of.",1,Yelp,Positive,Positive,0.7003
Food was great and so was the serivce!,1,Yelp,Positive,Positive,0.6588
The warm beer didn't help.,0,Yelp,Negative,Negative,-0.092
Great brunch spot.,1,Yelp,Positive,Positive,0.6249
Service is friendly and inviting.,1,Yelp,Positive,Positive,0.6705
Very good lunch spot.,1,Yelp,Positive,Positive,0.4927
I've lived here since 1979 and this was the first (and last) time I've stepped foot into this place.,0,Yelp,Negative,Neutral,0.0
The WORST EXPERIENCE EVER.,0,Yelp,Negative,Negative,-0.7034
Must have been an off night at this place.,0,Yelp,Negative,Neutral,0.0
"The sides are delish - mixed mushrooms, yukon gold puree, white corn - beateous.",1,Yelp,Positive,Neutral,0.0
"If that bug never showed up I would have given a 4 for sure, but on the other side of the wall where this bug was climbing was the kitchen.",0,Yelp,Negative,Positive,0.1655
"For about 10 minutes, we we're waiting for her salad when we realized that it wasn't coming any time soon.",0,Yelp,Negative,Neutral,0.0
My friend loved the salmon tartar.,1,Yelp,Positive,Positive,0.7964
Won't go back.,0,Yelp,Negative,Neutral,0.0
Extremely Tasty!,1,Yelp,Positive,Neutral,0.0
Waitress was good though!,1,Yelp,Positive,Positive,0.4926
Soggy and not good.,0,Yelp,Negative,Negative,-0.3412
The Jamaican mojitos are delicious.,1,Yelp,Positive,Positive,0.5719
Which are small and not worth the price.,0,Yelp,Negative,Negative,-0.1695
- the food is rich so order accordingly.,1,Yelp,Positive,Positive,0.5574
"The shower area is outside so you can only rinse, not take a full shower, unless you don't mind being nude for everyone to see!",0,Yelp,Negative,Neutral,0.0
The service was a bit lacking.,0,Yelp,Negative,Neutral,0.0
"Lobster Bisque, Bussell Sprouts, Risotto, Filet ALL needed salt and pepper..and of course there is none at the tables.",0,Yelp,Negative,Neutral,0.0
Hopefully this bodes for them going out of business and someone who can cook can come in.,0,Yelp,Negative,Positive,0.4019
"It was either too cold, not enough flavor or just bad.",0,Yelp,Negative,Negative,-0.5423
I loved the bacon wrapped dates.,1,Yelp,Positive,Positive,0.5994
This is an unbelievable BARGAIN!,1,Yelp,Positive,Positive,0.561
The folks at Otto always make us feel so welcome and special.,1,Yelp,Positive,Positive,0.7802
"As for the ""mains,"" also uninspired.",0,Yelp,Negative,Neutral,0.0
This is the place where I first had pho and it was amazing!!,1,Yelp,Positive,Positive,0.658
This wonderful experience made this place a must-stop whenever we are in town again.,1,Yelp,Positive,Positive,0.5719
"If the food isn't bad enough for you, then enjoy dealing with the world's worst/annoying drunk people.",0,Yelp,Negative,Positive,0.5647
Very very fun chef.,1,Yelp,Positive,Positive,0.5956
"Ordered a double cheeseburger & got a single patty that was falling apart (picture uploaded) Yeah, still sucks.",0,Yelp,Negative,Negative,-0.2263
Great place to have a couple drinks and watch any and all sporting events as the walls are covered with TV's.,1,Yelp,Positive,Positive,0.6249
"If it were possible to give them zero stars, they'd have it.",0,Yelp,Negative,Neutral,0.0
"The descriptions said ""yum yum sauce"" and another said ""eel sauce"", yet another said ""spicy mayo""...well NONE of the rolls had sauces on them.",0,Yelp,Negative,Neutral,0.0
"I'd say that would be the hardest decision... Honestly, all of M's dishes taste how they are supposed to taste (amazing).",1,Yelp,Positive,Positive,0.7783
If she had not rolled the eyes we may have stayed... Not sure if we will go back and try it again.,0,Yelp,Negative,Negative,-0.2411
"Everyone is very attentive, providing excellent customer service.",1,Yelp,Positive,Positive,0.6077
Horrible - don't waste your time and money.,0,Yelp,Negative,Negative,-0.2887
Now this dish was quite flavourful.,1,Yelp,Positive,Neutral,0.0
By this time our side of the restaurant was almost empty so there was no excuse.,0,Yelp,Negative,Negative,-0.1193
"(It wasn't busy either) Also, the building was FREEZING cold.",0,Yelp,Negative,Negative,-0.2808
"like the other reviewer said ""you couldn't pay me to eat at this place again.""",0,Yelp,Negative,Positive,0.4207
-Drinks took close to 30 minutes to come out at one point.,0,Yelp,Negative,Neutral,0.0
"Seriously flavorful delights, folks.",1,Yelp,Positive,Positive,0.3182
Much better than the other AYCE sushi place I went to in Vegas.,1,Yelp,Positive,Positive,0.4404
The lighting is just dark enough to set the mood.,1,Yelp,Positive,Neutral,0.0
Based on the sub-par service I received and no effort to show their gratitude for my business I won't be going back.,0,Yelp,Negative,Positive,0.2732
Owner's are really great people.!,1,Yelp,Positive,Positive,0.6893
There is nothing privileged about working/eating there.,0,Yelp,Negative,Negative,-0.3412
The Greek dressing was very creamy and flavorful.,1,Yelp,Positive,Neutral,0.0
"Overall, I don't think that I would take my parents to this place again because they made most of the similar complaints that I silently felt too.",0,Yelp,Negative,Negative,-0.4019
Now the pizza itself was good the peanut sauce was very tasty.,1,Yelp,Positive,Positive,0.4404
We had 7 at our table and the service was pretty fast.,1,Yelp,Positive,Positive,0.4939
Fantastic service here.,1,Yelp,Positive,Positive,0.5574
I as well would've given godfathers zero stars if possible.,0,Yelp,Negative,Positive,0.2732
They know how to make them here.,1,Yelp,Positive,Neutral,0.0
very tough and very short on flavor!,0,Yelp,Negative,Negative,-0.2698
I hope this place sticks around.,1,Yelp,Positive,Positive,0.4404
"I have been in more than a few bars in Vegas, and do not ever recall being charged for tap water.",0,Yelp,Negative,Negative,-0.2023
The restaurant atmosphere was exquisite.,1,Yelp,Positive,Neutral,0.0
"Good service, very clean, and inexpensive, to boot!",1,Yelp,Positive,Positive,0.7339
The seafood was fresh and generous in portion.,1,Yelp,Positive,Positive,0.6808
"Plus, it's only 8 bucks.",1,Yelp,Positive,Neutral,0.0
"The service was not up to par, either.",0,Yelp,Negative,Neutral,0.0
"Thus far, have only visited twice and the food was absolutely delicious each time.",1,Yelp,Positive,Positive,0.6115
Just as good as when I had it more than a year ago!,1,Yelp,Positive,Positive,0.4926
"For a self proclaimed coffee cafe, I was wildly disappointed.",0,Yelp,Negative,Negative,-0.4767
The Veggitarian platter is out of this world!,1,Yelp,Positive,Neutral,0.0
You cant go wrong with any of the food here.,1,Yelp,Positive,Positive,0.3724
You can't beat that.,1,Yelp,Positive,Neutral,0.0
"Stopped by this place while in Madison for the Ironman, very friendly, kind staff.",1,Yelp,Positive,Positive,0.7408
The chefs were friendly and did a good job.,1,Yelp,Positive,Positive,0.7269
"I've had better, not only from dedicated boba tea spots, but even from Jenni Pho.",0,Yelp,Negative,Positive,0.0541
I liked the patio and the service was outstanding.,1,Yelp,Positive,Positive,0.7783
The goat taco didn't skimp on the meat and wow what FLAVOR!,1,Yelp,Positive,Positive,0.6239
I think not again,0,Yelp,Negative,Neutral,0.0
I had the mac salad and it was pretty bland so I will not be getting that again.,0,Yelp,Negative,Positive,0.4939
I went to Bachi Burger on a friend's recommendation and was not disappointed.,1,Yelp,Positive,Positive,0.3724
Service stinks here!,0,Yelp,Negative,Negative,-0.3164
I waited and waited.,0,Yelp,Negative,Neutral,0.0
"This place is not quality sushi, it is not a quality restaurant.",0,Yelp,Negative,Neutral,0.0
I would definitely recommend the wings as well as the pizza.,1,Yelp,Positive,Positive,0.743
Great Pizza and Salads!,1,Yelp,Positive,Positive,0.6588
Things that went wrong: - They burned the saganaki.,0,Yelp,Negative,Negative,-0.4767
We waited an hour for what was a breakfast I could have done 100 times better at home.,0,Yelp,Negative,Positive,0.4404
This place is amazing!,1,Yelp,Positive,Positive,0.6239
"I hate to disagree with my fellow Yelpers, but my husband and I were so disappointed with this place.",0,Yelp,Negative,Negative,-0.8637
Waited 2 hours & never got either of our pizzas as many other around us who came in later did!,0,Yelp,Negative,Neutral,0.0
Just don't know why they were so slow.,0,Yelp,Negative,Neutral,0.0
"The staff is great, the food is delish, and they have an incredible beer selection.",1,Yelp,Positive,Positive,0.6249
"I live in the neighborhood so I am disappointed I won't be back here, because it is a convenient location.",0,Yelp,Negative,Negative,-0.5209
I didn't know pulled pork could be soooo delicious.,1,Yelp,Positive,Positive,0.5719
"You get incredibly fresh fish, prepared with care.",1,Yelp,Positive,Positive,0.788
Before I go in to why I gave a 1 star rating please know that this was my third time eating at Bachi burger before writing a review.,0,Yelp,Negative,Positive,0.3182
I love the fact that everything on their menu is worth it.,1,Yelp,Positive,Positive,0.7269
Never again will I be dining at this place!,0,Yelp,Negative,Neutral,0.0
The food was excellent and service was very good.,1,Yelp,Positive,Positive,0.7841
Good beer & drink selection and good food selection.,1,Yelp,Positive,Positive,0.7003
Please stay away from the shrimp stir fried noodles.,0,Yelp,Negative,Positive,0.3182
The potato chip order was sad... I could probably count how many chips were in that box and it was probably around 12.,0,Yelp,Negative,Negative,-0.4767
Food was really boring.,0,Yelp,Negative,Negative,-0.3804
Good Service-check!,1,Yelp,Positive,Positive,0.4926
This greedy corporation will NEVER see another dime from me!,0,Yelp,Negative,Negative,-0.3802
"Will never, ever go back.",0,Yelp,Negative,Neutral,0.0
"As much as I'd like to go back, I can't get passed the atrocious service and will never return.",0,Yelp,Negative,Positive,0.3612
"In the summer, you can dine in a charming outdoor patio - so very delightful.",1,Yelp,Positive,Positive,0.847
I did not expect this to be so good!,1,Yelp,Positive,Positive,0.6166
Fantastic food!,1,Yelp,Positive,Positive,0.5983
She ordered a toasted English muffin that came out untoasted.,0,Yelp,Negative,Neutral,0.0
The food was very good.,1,Yelp,Positive,Positive,0.4927
Never going back.,0,Yelp,Negative,Neutral,0.0
"Great food for the price, which is very high quality and house made.",1,Yelp,Positive,Positive,0.6249
The bus boy on the other hand was so rude.,0,Yelp,Negative,Neutral,-0.024
"By this point, my friends and I had basically figured out this place was a joke and didn't mind making it publicly and loudly known.",0,Yelp,Negative,Positive,0.6486
"Back to good BBQ, lighter fare, reasonable pricing and tell the public they are back to the old ways.",1,Yelp,Positive,Positive,0.4404
"And considering the two of us left there very full and happy for about $20, you just can't go wrong.",1,Yelp,Positive,Positive,0.7592
All the bread is made in-house!,1,Yelp,Positive,Neutral,0.0
The only downside is the service.,0,Yelp,Negative,Negative,-0.25
"Also, the fries are without a doubt the worst fries I've ever had.",0,Yelp,Negative,Negative,-0.457
Service was exceptional and food was a good as all the reviews.,1,Yelp,Positive,Positive,0.4404
"A couple of months later, I returned and had an amazing meal.",1,Yelp,Positive,Positive,0.5859
Favorite place in town for shawarrrrrrma!!!!!!,1,Yelp,Positive,Positive,0.6331
The black eyed peas and sweet potatoes... UNREAL!,1,Yelp,Positive,Positive,0.5093
You won't be disappointed.,1,Yelp,Positive,Positive,0.3724
"They could serve it with just the vinaigrette and it may make for a better overall dish, but it was still very good.",1,Yelp,Positive,Positive,0.7383
"I go to far too many places and I've never seen any restaurant that serves a 1 egg breakfast, especially for $4.00.",0,Yelp,Negative,Neutral,0.0
When my mom and I got home she immediately got sick and she only had a few bites of salad.,0,Yelp,Negative,Negative,-0.5106
The servers are not pleasant to deal with and they don't always honor Pizza Hut coupons.,0,Yelp,Negative,Negative,-0.652
"Both of them were truly unbelievably good, and I am so glad we went back.",1,Yelp,Positive,Positive,0.8738
"We had fantastic service, and were pleased by the atmosphere.",1,Yelp,Positive,Positive,0.7579
Everything was gross.,0,Yelp,Negative,Negative,-0.4767
I love this place.,1,Yelp,Positive,Positive,0.6369
Great service and food.,1,Yelp,Positive,Positive,0.6249
First - the bathrooms at this location were dirty- Seat covers were not replenished & just plain yucky!!!,0,Yelp,Negative,Negative,-0.7633
"The burger... I got the ""Gold Standard"" a $17 burger and was kind of disappointed.",0,Yelp,Negative,Negative,-0.5256
"OMG, the food was delicioso!",1,Yelp,Positive,Neutral,0.0
There is nothing authentic about this place.,0,Yelp,Negative,Neutral,0.0
the spaghetti is nothing special whatsoever.,0,Yelp,Negative,Negative,-0.3089
"Of all the dishes, the salmon was the best, but all were great.",1,Yelp,Positive,Positive,0.85
The vegetables are so fresh and the sauce feels like authentic Thai.,1,Yelp,Positive,Positive,0.6696
It's worth driving up from Tucson!,1,Yelp,Positive,Positive,0.2942
The selection was probably the worst I've seen in Vegas.....there was none.,0,Yelp,Negative,Negative,-0.6249
Pretty good beer selection too.,1,Yelp,Positive,Positive,0.7269
"This place is like Chipotle, but BETTER.",1,Yelp,Positive,Positive,0.7717
"Classy/warm atmosphere, fun and fresh appetizers, succulent steaks (Baseball steak!!!!!",1,Yelp,Positive,Positive,0.7762
5 stars for the brick oven bread app!,1,Yelp,Positive,Neutral,0.0
"I have eaten here multiple times, and each time the food was delicious.",1,Yelp,Positive,Positive,0.5719
We sat another ten minutes and finally gave up and left.,0,Yelp,Negative,Neutral,0.0
He was terrible!,0,Yelp,Negative,Negative,-0.5255
Everyone is treated equally special.,1,Yelp,Positive,Positive,0.4019
It shouldn't take 30 min for pancakes and eggs.,0,Yelp,Negative,Neutral,0.0
It was delicious!!!,1,Yelp,Positive,Positive,0.6784
"On the good side, the staff was genuinely pleasant and enthusiastic - a real treat.",1,Yelp,Positive,Positive,0.9022
"Sadly, Gordon Ramsey's Steak is a place we shall sharply avoid during our next trip to Vegas.",0,Yelp,Negative,Negative,-0.6124
As always the evening was wonderful and the food delicious!,1,Yelp,Positive,Positive,0.8268
Best fish I've ever had in my life!,1,Yelp,Positive,Positive,0.6696
(The bathroom is just next door and very nice.),1,Yelp,Positive,Positive,0.4754
The buffet is small and all the food they offered was BLAND.,0,Yelp,Negative,Neutral,0.0
This is an Outstanding little restaurant with some of the Best Food I have ever tasted.,1,Yelp,Positive,Positive,0.8481
Pretty cool I would say.,1,Yelp,Positive,Positive,0.6705
Definitely a turn off for me & i doubt I'll be back unless someone else is buying.,0,Yelp,Negative,Positive,0.0516
Server did a great job handling our large rowdy table.,1,Yelp,Positive,Positive,0.6249
"I find wasting food to be despicable, but this just wasn't food.",0,Yelp,Negative,Negative,-0.2144
My wife had the Lobster Bisque soup which was lukewarm.,0,Yelp,Negative,Neutral,0.0
Would come back again if I had a sushi craving while in Vegas.,1,Yelp,Positive,Neutral,0.0
"The staff are great, the ambiance is great.",1,Yelp,Positive,Positive,0.8481
He deserves 5 stars.,1,Yelp,Positive,Neutral,0.0
I left with a stomach ache and felt sick the rest of the day.,0,Yelp,Negative,Negative,-0.7096
They dropped more than the ball.,0,Yelp,Negative,Neutral,0.0
"The dining space is tiny, but elegantly decorated and comfortable.",1,Yelp,Positive,Positive,0.8519
"They will customize your order any way you'd like, my usual is Eggplant with Green Bean stir fry, love it!",1,Yelp,Positive,Positive,0.7901
And the beans and rice were mediocre at best.,0,Yelp,Negative,Positive,0.6369
Best tacos in town by far!!,1,Yelp,Positive,Positive,0.6988
I took back my money and got outta there.,0,Yelp,Negative,Neutral,0.0
"In an interesting part of town, this place is amazing.",1,Yelp,Positive,Positive,0.7579
RUDE & INCONSIDERATE MANAGEMENT.,0,Yelp,Negative,Negative,-0.8109
"The staff are now not as friendly, the wait times for being served are horrible, no one even says hi for the first 10 minutes.",0,Yelp,Negative,Negative,-0.8089
I won't be back.,0,Yelp,Negative,Neutral,0.0
They have great dinners.,1,Yelp,Positive,Positive,0.6249
The service was outshining & I definitely recommend the Halibut.,1,Yelp,Positive,Positive,0.6369
The food was terrible.,0,Yelp,Negative,Negative,-0.4767
WILL NEVER EVER GO BACK AND HAVE TOLD MANY PEOPLE WHAT HAD HAPPENED.,0,Yelp,Negative,Neutral,0.0
I don't recommend unless your car breaks down in front of it and you are starving.,0,Yelp,Negative,Negative,-0.6007
I will come back here every time I'm in Vegas.,1,Yelp,Positive,Neutral,0.0
This place deserves one star and 90% has to do with the food.,0,Yelp,Negative,Neutral,0.0
This is a disgrace.,0,Yelp,Negative,Negative,-0.4939
Def coming back to bowl next time,1,Yelp,Positive,Neutral,0.0
"If you want healthy authentic or ethic food, try this place.",1,Yelp,Positive,Positive,0.4588
I will continue to come here on ladies night andddd date night ... highly recommend this place to anyone who is in the area (;,1,Yelp,Positive,Positive,0.5984
"I have been here several times in the past, and the experience has always been great.",1,Yelp,Positive,Positive,0.6249
We walked away stuffed and happy about our first Vegas buffet experience.,1,Yelp,Positive,Positive,0.5719
Service was excellent and prices are pretty reasonable considering this is Vegas and located inside the Crystals shopping mall by Aria.,1,Yelp,Positive,Positive,0.7845
"To summarize... the food was incredible, nay, transcendant... but nothing brings me joy quite like the memory of the pneumatic condiment dispenser.",1,Yelp,Positive,Negative,-0.1074
I'm probably one of the few people to ever go to Ians and not like it.,0,Yelp,Negative,Negative,-0.2755
Kids pizza is always a hit too with lots of great side dish options for the kiddos!,1,Yelp,Positive,Positive,0.6588
Service is perfect and the family atmosphere is nice to see.,1,Yelp,Positive,Positive,0.7579
Cooked to perfection and the service was impeccable.,1,Yelp,Positive,Positive,0.5719
This one is simply a disappointment.,0,Yelp,Negative,Negative,-0.5106
"Overall, I was very disappointed with the quality of food at Bouchon.",0,Yelp,Negative,Negative,-0.5256
I don't have to be an accountant to know I'm getting screwed!,0,Yelp,Negative,Negative,-0.5411
"Great place to eat, reminds me of the little mom and pop shops in the San Francisco Bay Area.",1,Yelp,Positive,Positive,0.6249
Today was my first taste of a Buldogis Gourmet Hot Dog and I have to tell you it was more than I ever thought possible.,1,Yelp,Positive,Neutral,0.0
Left very frustrated.,0,Yelp,Negative,Negative,-0.5709
I'll definitely be in soon again.,1,Yelp,Positive,Positive,0.4019
Food was really good and I got full petty fast.,1,Yelp,Positive,Positive,0.3384
Service was fantastic.,1,Yelp,Positive,Positive,0.5574
TOTAL WASTE OF TIME.,0,Yelp,Negative,Negative,-0.4754
I don't know what kind it is but they have the best iced tea.,1,Yelp,Positive,Positive,0.7106
"Come hungry, leave happy and stuffed!",1,Yelp,Positive,Positive,0.5848
"For service, I give them no stars.",0,Yelp,Negative,Negative,-0.296
I can assure you that you won't be disappointed.,1,Yelp,Positive,Positive,0.6065
I can take a little bad service but the food sucks.,0,Yelp,Negative,Negative,-0.6546
Gave up trying to eat any of the crust (teeth still sore).,0,Yelp,Negative,Negative,-0.3612
But now I was completely grossed out.,0,Yelp,Negative,Negative,-0.2592
I really enjoyed eating here.,1,Yelp,Positive,Positive,0.5563
First time going but I think I will quickly become a regular.,1,Yelp,Positive,Neutral,0.0
"Our server was very nice, and even though he looked a little overwhelmed with all of our needs, he stayed professional and friendly until the end.",1,Yelp,Positive,Positive,0.7351
From what my dinner companions told me...everything was very fresh with nice texture and taste.,1,Yelp,Positive,Positive,0.6865
"On the ground, right next to our table was a large, smeared, been-stepped-in-and-tracked-everywhere pile of green bird poop.",0,Yelp,Negative,Neutral,0.0
"Furthermore, you can't even find hours of operation on the website!",0,Yelp,Negative,Neutral,0.0
We've tried to like this place but after 10+ times I think we're done with them.,0,Yelp,Negative,Positive,0.1901
What a mistake that was!,0,Yelp,Negative,Negative,-0.4003
No complaints!,1,Yelp,Positive,Positive,0.3716
This is some seriously good pizza and I'm an expert/connisseur on the topic.,1,Yelp,Positive,Positive,0.296
Waiter was a jerk.,0,Yelp,Negative,Negative,-0.34
"Strike 2, who wants to be rushed.",0,Yelp,Negative,Negative,-0.128
These are the nicest restaurant owners I've ever come across.,1,Yelp,Positive,Positive,0.4939
I never come again.,0,Yelp,Negative,Neutral,0.0
We loved the biscuits!!!,1,Yelp,Positive,Positive,0.6981
Service is quick and friendly.,1,Yelp,Positive,Positive,0.4939
Ordered an appetizer and took 40 minutes and then the pizza another 10 minutes.,0,Yelp,Negative,Neutral,0.0
So absolutley fantastic.,1,Yelp,Positive,Positive,0.5965
It was a huge awkward 1.5lb piece of cow that was 3/4ths gristle and fat.,0,Yelp,Negative,Positive,0.1779
definitely will come back here again.,1,Yelp,Positive,Positive,0.4019
I like Steiners because it's dark and it feels like a bar.,1,Yelp,Positive,Positive,0.6124
Wow very spicy but delicious.,1,Yelp,Positive,Positive,0.8336
"If you're not familiar, check it out.",1,Yelp,Positive,Neutral,0.0
I'll take my business dinner dollars elsewhere.,0,Yelp,Negative,Neutral,0.0
I'd love to go back.,1,Yelp,Positive,Positive,0.6369
"Anyway, this FS restaurant has a wonderful breakfast/lunch.",1,Yelp,Positive,Positive,0.5719
Nothing special.,0,Yelp,Negative,Negative,-0.3089
Each day of the week they have a different deal and it's all so delicious!,1,Yelp,Positive,Positive,0.7213
"Not to mention the combination of pears, almonds and bacon is a big winner!",1,Yelp,Positive,Positive,0.6239
Will not be back.,0,Yelp,Negative,Neutral,0.0
Sauce was tasteless.,0,Yelp,Negative,Neutral,0.0
"The food is delicious and just spicy enough, so be sure to ask for spicier if you prefer it that way.",1,Yelp,Positive,Positive,0.7414
My ribeye steak was cooked perfectly and had great mesquite flavor.,1,Yelp,Positive,Positive,0.8519
I don't think we'll be going back anytime soon.,0,Yelp,Negative,Neutral,0.0
Food was so gooodd.,1,Yelp,Positive,Neutral,0.0
I am far from a sushi connoisseur but I can definitely tell the difference between good food and bad food and this was certainly bad food.,0,Yelp,Negative,Neutral,-0.0
I was so insulted.,0,Yelp,Negative,Negative,-0.6418
The last 3 times I had lunch here has been bad.,0,Yelp,Negative,Negative,-0.5423
The chicken wings contained the driest chicken meat I have ever eaten.,0,Yelp,Negative,Neutral,0.0
"The food was very good and I enjoyed every mouthful, an enjoyable relaxed venue for couples small family groups etc.",1,Yelp,Positive,Positive,0.9117
Nargile - I think you are great.,1,Yelp,Positive,Positive,0.6249
Best tater tots in the southwest.,1,Yelp,Positive,Positive,0.6369
We loved the place.,1,Yelp,Positive,Positive,0.5994
Definitely not worth the $3 I paid.,0,Yelp,Negative,Positive,0.2579
The vanilla ice cream was creamy and smooth while the profiterole (choux) pastry was fresh enough.,1,Yelp,Positive,Positive,0.4019
Im in AZ all the time and now have my new spot.,1,Yelp,Positive,Neutral,0.0
The manager was the worst.,0,Yelp,Negative,Negative,-0.6249
The inside is really quite nice and very clean.,1,Yelp,Positive,Positive,0.748
The food was outstanding and the prices were very reasonable.,1,Yelp,Positive,Positive,0.6124
I don't think I'll be running back to Carly's anytime soon for food.,0,Yelp,Negative,Neutral,0.0
"This is was due to the fact that it took 20 minutes to be acknowledged, then another 35 minutes to get our food...and they kept forgetting things.",0,Yelp,Negative,Neutral,0.0
"Love the margaritas, too!",1,Yelp,Positive,Positive,0.6696
This was my first and only Vegas buffet and it did not disappoint.,1,Yelp,Positive,Positive,0.3089
"Very good, though!",1,Yelp,Positive,Positive,0.54
The one down note is the ventilation could use some upgrading.,0,Yelp,Negative,Neutral,0.0
Great pork sandwich.,1,Yelp,Positive,Positive,0.6249
Don't waste your time here.,0,Yelp,Negative,Positive,0.3252
"Total letdown, I would much rather just go to the Camelback Flower Shop and Cartel Coffee.",0,Yelp,Negative,Neutral,0.0
"Third, the cheese on my friend's burger was cold.",0,Yelp,Negative,Neutral,0.0
We enjoy their pizza and brunch.,1,Yelp,Positive,Positive,0.4939
The steaks are all well trimmed and also perfectly cooked.,1,Yelp,Positive,Positive,0.743
We had a group of 70+ when we claimed we would only have 40 and they handled us beautifully.,1,Yelp,Positive,Positive,0.5719
I LOVED it!,1,Yelp,Positive,Positive,0.7118
We asked for the bill to leave without eating and they didn't bring that either.,0,Yelp,Negative,Negative,-0.0516
"This place is a jewel in Las Vegas, and exactly what I've been hoping to find in nearly ten years living here.",1,Yelp,Positive,Positive,0.6486
Seafood was limited to boiled shrimp and crab legs but the crab legs definitely did not taste fresh.,0,Yelp,Negative,Positive,0.1672
The selection of food was not the best.,0,Yelp,Negative,Negative,-0.5216
Delicious and I will absolutely be back!,1,Yelp,Positive,Positive,0.6114
"This isn't a small family restaurant, this is a fine dining establishment.",1,Yelp,Positive,Positive,0.2023
They had a toro tartare with a cavier that was extraordinary and I liked the thinly sliced wagyu with white truffle.,1,Yelp,Positive,Positive,0.4215
I dont think I will be back for a very long time.,0,Yelp,Negative,Neutral,0.0
"It was attached to a gas station, and that is rarely a good sign.",0,Yelp,Negative,Negative,-0.3412
How awesome is that.,1,Yelp,Positive,Positive,0.6249
I will be back many times soon.,1,Yelp,Positive,Neutral,0.0
The menu had so much good stuff on it i could not decide!,1,Yelp,Positive,Positive,0.5378
"Worse of all, he humiliated his worker right in front of me..Bunch of horrible name callings.",0,Yelp,Negative,Negative,-0.8402
CONCLUSION: Very filling meals.,1,Yelp,Positive,Neutral,0.0
Their daily specials are always a hit with my group.,1,Yelp,Positive,Neutral,0.0
And then tragedy struck.,0,Yelp,Negative,Negative,-0.7506
The pancake was also really good and pretty large at that.,1,Yelp,Positive,Positive,0.7688
"This was my first crawfish experience, and it was delicious!",1,Yelp,Positive,Positive,0.6114
Their monster chicken fried steak and eggs is my all time favorite.,1,Yelp,Positive,Positive,0.4588
Waitress was sweet and funny.,1,Yelp,Positive,Positive,0.7096
"I also had to taste my Mom's multi-grain pumpkin pancakes with pecan butter and they were amazing, fluffy, and delicious!",1,Yelp,Positive,Positive,0.8313
"I'd rather eat airline food, seriously.",0,Yelp,Negative,Negative,-0.1779
Cant say enough good things about this place.,1,Yelp,Positive,Negative,-0.3412
The ambiance was incredible.,1,Yelp,Positive,Neutral,0.0
The waitress and manager are so friendly.,1,Yelp,Positive,Positive,0.6269
I would not recommend this place.,0,Yelp,Negative,Negative,-0.2755
Overall I wasn't very impressed with Noca.,0,Yelp,Negative,Negative,-0.4158
My gyro was basically lettuce only.,0,Yelp,Negative,Neutral,0.0
Terrible service!,0,Yelp,Negative,Negative,-0.5255
Thoroughly disappointed!,0,Yelp,Negative,Negative,-0.5697
"I don't each much pasta, but I love the homemade /hand made pastas and thin pizzas here.",1,Yelp,Positive,Positive,0.9022
"Give it a try, you will be happy you did.",1,Yelp,Positive,Positive,0.5719
By far the BEST cheesecurds we have ever had!,1,Yelp,Positive,Positive,0.7371
Reasonably priced also!,1,Yelp,Positive,Neutral,0.0
Everything was perfect the night we were in.,1,Yelp,Positive,Positive,0.5719
The food is very good for your typical bar food.,1,Yelp,Positive,Positive,0.4927
it was a drive to get there.,0,Yelp,Negative,Neutral,0.0
"At first glance it is a lovely bakery cafe - nice ambiance, clean, friendly staff.",1,Yelp,Positive,Positive,0.91
"Anyway, I do not think i will go back there.",0,Yelp,Negative,Neutral,0.0
"Point your finger at any item on the menu, order it and you won't be disappointed.",1,Yelp,Positive,Positive,0.3724
"Oh this is such a thing of beauty, this restaurant.",1,Yelp,Positive,Positive,0.5859
If you haven't gone here GO NOW!,1,Yelp,Positive,Neutral,0.0
"A greasy, unhealthy meal.",0,Yelp,Negative,Negative,-0.5267
first time there and might just be the last.,0,Yelp,Negative,Neutral,0.0
Those burgers were amazing.,1,Yelp,Positive,Positive,0.5859
"Similarly, the delivery man did not say a word of apology when our food was 45 minutes late.",0,Yelp,Negative,Positive,0.0516
And it was way to expensive.,0,Yelp,Negative,Neutral,0.0
"Be sure to order dessert, even if you need to pack it to-go - the tiramisu and cannoli are both to die for.",1,Yelp,Positive,Negative,-0.3818
This was my first time and I can't wait until the next.,1,Yelp,Positive,Neutral,0.0
The bartender was also nice.,1,Yelp,Positive,Positive,0.4215
Everything was good and tasty!,1,Yelp,Positive,Positive,0.4926
This place is two thumbs up....way up.,1,Yelp,Positive,Neutral,0.0
"The best place in Vegas for breakfast (just check out a Sat, or Sun.",1,Yelp,Positive,Positive,0.6369
"If you love authentic Mexican food and want a whole bunch of interesting, yet delicious meats to choose from, you need to try this place.",1,Yelp,Positive,Positive,0.8979
Terrible management.,0,Yelp,Negative,Negative,-0.4767
An excellent new restaurant by an experienced Frenchman.,1,Yelp,Positive,Positive,0.5719
If there were zero stars I would give it zero stars.,0,Yelp,Negative,Neutral,0.0
"Great steak, great sides, great wine, amazing desserts.",1,Yelp,Positive,Positive,0.9524
Worst martini ever!,0,Yelp,Negative,Negative,-0.6588
